id|name|country
15716|HOFT, Rainer|GDR
15717|JAUNICH, Hans-Georg|GDR
15718|KRUGER, Hartmut|GDR
15719|ROST, Peter|GDR
15720|SCHMIDT, Dietmar|GDR
15721|SCHMIDT, Wieland|GDR
15722|VOIGT, Siegfried|GDR
15723|WAHL, Frank-Michael|GDR
15724|WIEGERT, Ingolf|GDR
15725|BELOV, Vladimir|URS
15726|KARSHAKEVICH, Aleksandr|URS
15727|MAKHORIN, Viktor|URS
15728|NOVITSKI, Valdemar|URS
15729|REPIEV, Vladimir|URS
15730|ZHUK, Aleksei|URS
15731|HEINECKE, Birgit|GDR
15732|KRUGER, Katrin|GDR
15733|KUNISCH, Kornelia|GDR
15734|ROTHER, Sabine|GDR
15735|RUDOLPH, Renate|GDR
15736|WUNDERLICH, Claudia|GDR
15737|LUKIANENKO, Natalia|URS
15738|LUTAEVA, Valentina|URS
15739|PALCHIKOVA, Irina|URS
15740|SAFINA, Yulia|URS
15741|SAVKINA, Larisa|URS
15742|STRECHEN, Sigita|URS
15743|ZUBAREVA, Olga|URS
15744|ANASTASOVSKI, Svetlana|YUG
15745|DJURICA, Mirjana|YUG
15746|DRLJACA, Radmila|YUG
15747|ILES, Katica|YUG
15748|JEREMIC, Slavica|YUG
15749|KITIC-DASIC, Svetlana|YUG
15750|MERDAN-KOLAR, Jasna|YUG
15751|MILOSEVIC, Vesna|YUG
15752|OGNJENOVIC, Mirjana|YUG
15753|RADOVIC, Vesna|YUG
15754|SAVIC, Rada|YUG
15755|TITLIC, Ana|YUG
15756|VISNJIC, Biserka|YUG
15757|VOJINOVIC, Zorica|YUG
15758|AIRAPETYAN, Sos|URS
15759|AZIZOV, Minneula|URS
15760|BELIAKOV, Valeri|URS
15761|DEPUTATOV, Viktor|URS
15762|GONCHAROV, Aleksandr|URS
15763|KLEVTSOV, Sergei|URS
15764|LAMPEEV, Viacheslav|URS
15765|MIASNIKOV, Aleksandr|URS
15766|NICHEPURENKO, Mikhail|URS
15767|PAVLOVSKI, Leonid|URS
15768|PLESHAKOV, Sergei|URS
15769|PLESHAKOV, Vladimir|URS
15770|SYCHEV, Aleksandr|URS
15771|ZAGORODNEV, Oleg|URS
15772|ZIGANGIROV, Farit|URS
15773|ALLAN, Schofield|IND
15774|AMARJIT RANA, Singh|IND
15775|BASKARAN, Baskaran|IND
15776|CHETTRI, Chettri|IND
15777|DEAVINDER, Singh|IND
15778|FERNANDES, Mervyn|IND
15779|GURMAIL, Singh|IND
15780|KAUSHIK, Maharaj Krishon|IND
15781|KUMAR, Charanjit|IND
15782|MANEYPANDA, Somaya|IND
15783|MOHAMMAD, Shahid|IND
15784|SINGH, Singh|IND
15785|SURINDER, Singh|IND
15786|SYLVANUS, Dung Dung|IND
15787|ZAFAR, Zafar|IND
15788|AMAT FONTANALS, Juan|ESP
15789|ARBOS PERARNAU, Juan|ESP
15790|ARBOS SERRA, Jaime|ESP
15791|CABOT DURAN, Javier|ESP
15792|CABOT DURAN, Ricardo|ESP
15793|CHAVES, Miguel|ESP
15794|COGHEN, Juan Luis|ESP
15795|DE PAZ PLA, Miguel|ESP
15796|FABREGAS BOSCH, Francisco|ESP
15797|GARCIA MESSEGUER, Jose|ESP
15798|GARRALDA, Rafael|ESP
15799|MALGOSA MORERA, Santiago|ESP
15800|MONSALVE, Paulino|ESP
15801|PELLON FERNANDEZ, Juan|ESP
15802|ROCA PORTOLES, Carlos|ESP
15803|ZUMALACARREGUI, Jaime|ESP
15804|AKHMEROVA, Liailia|URS
15805|BUZUNOVA, Natalia|URS
15806|BYKOVA, Natalia|URS
15807|EMBAKHTOVA, Tatiana|URS
15808|FILIPPOVA, Nadezhda|URS
15809|FROLOVA, Liudmila|URS
15810|GLUBOKOVA, Lidia|URS
15811|GORBATKOVA, Nelli|URS
15812|GURYEVA, Elena|URS
15813|INZHUVATOVA, Galina|URS
15814|KHAM, Alina|URS
15815|KRASNIKOVA, Natella|URS
15816|OVECHKINA, Nadezhda|URS
15817|SHVYGANOVA, Tatiana|URS
15818|VIUZHANINA, Galina|URS
15819|ZAZDRAVNYKH, Valentina|URS
15820|BOXHALL, Arlene Nadine|ZIM
15821|CHASE, Elizabeth Muriel|ZIM
15822|CHICK, Sandra|ZIM
15823|COWLEY, Gillian Margaret|ZIM
15824|DAVIES, Patricia Joan|ZIM
15825|ENGLISH, Sarah|ZIM
15826|GEORGE, Maureen Jean|ZIM
15827|GRANT, Ann Marry Gwynne|ZIM
15828|HUGGETT, Susan|ZIM
15829|MCKILLOP, Patricia Jean|ZIM
15830|PHILLIPS, Brenda Joan|ZIM
15831|PRINSLOO, Christine|ZIM
15832|ROBERTSON, Sonia|ZIM
15833|STEWART, Anthea Doreen|ZIM
15834|VOLK, Helen|ZIM
15835|WATSON, Linda Margaret|ZIM
15836|BLAZKOVA, Milada|TCH
15837|CERMAKOVA, Jirina|TCH
15838|HAJKOVA, Jirina|TCH
15839|HRUBA, Berta|TCH
15840|HUBACKOVA, Ida|TCH
15841|KADLECOVA, Jirina|TCH
15842|KRALICKOVA, Jarmila|TCH
15843|KRIZOVA, Jirina|TCH
15844|KYSELICOVA, Alena|TCH
15845|LAHODOVA, Jana|TCH
15846|PETRICKOVA, Kveta|TCH
15847|PODHANYIOVA, Viera|TCH
15848|SRANKOVA, Iveta|TCH
15849|SYKOROVA, Marie|TCH
15850|URBANOVA, Marta|TCH
15851|VYMAZALOVA, Lenka|TCH
15852|EMIZH, Arambi|URS
15853|KINCSES, Tibor|HUN
15854|REY, Thierry|FRA
15855|RODRIGUEZ, Jose|CUB
15856|KOCMAN, Vladimir|TCH
15857|KOVACEVIC, Radomir|YUG
15858|PARISI, Angelo|FRA
15859|ZAPRIANOV, Dimitar|BUL
15860|NEDKOV, Ilian|BUL
15861|PAWLOWSKI, Janusz|POL
15862|SOLODUKHIN, Nikolai|URS
15863|DAMDIN, Tsendying|MGL
15864|DAVAADALAI, Ravdan|MGL
15865|LEHMANN, Karl-Heinz|GDR
15866|GAMBA, Ezio|ITA
15867|ADAMS, Neil|GBR
15868|HEINKE, Harald|GDR
15869|TCHOULLOUYAN, Bernard|FRA
15870|KHABARELI, Shota|URS
15871|FERRER, Juan|CUB
15872|ULTSCH, Detlef|GDR
15873|YATSKEVICH, Aleksandr|URS
15874|AZCUY OLIVA, Isaac|CUB
15875|LORENZ, Dietmar|GDR
15876|NUMAN, Henk|NED
15877|VAN DE WALLE, Robert|BEL
15878|KHUBULURI, Tengiz|URS
15879|MAPP, Arthur|GBR
15880|OZSVAR, Andras|HUN
15881|STAROSTIN, Anatoli|URS
15882|SZOMBATHELYI, Tamas|HUN
15883|HORVATH, George|SWE
15884|PETTERSSON, Lennart|SWE
15885|RASMUSON, Svante|SWE
15886|LIPEEV, Evgeni|URS
15887|HORVATH, Laszlo|HUN
15888|CARMICHAEL, Malcolm|GBR
15889|WIGGIN, Charles|GBR
15890|PIMENOV, Nikolai|URS
15891|PIMENOV, Yuri|URS
15892|KROPPELIEN, Klaus|GDR
15893|PANCIC, Zoran|YUG
15894|STANULOV, Milorad|YUG
15895|HOMEGHI-BULARDA, Olga|ROU
15896|ROSCA-RASILA, Valeria|ROU
15897|KHLOPTSEVA, Elena|URS
15898|LINSE, Cornelia|GDR
15899|WESTPHAL, Heidi|GDR
15900|DMITRIENKO, Grigori|URS
15901|KOKOSHIN, Viktor|URS
15902|LUGIN, Andrei|URS
15903|MAISTRENKO, Igor|URS
15904|MANTSEVICH, Aleksandr|URS
15905|NORMANTAS, Ionas|URS
15906|PINTSKUS, Ionas|URS
15907|TISHCHENKO, Andrei|URS
15908|TKACHENKO, Aleksandr|URS
15909|DOBERSCHUTZ, Jens|GDR
15910|DUHRING, Uwe|GDR
15911|FRIEDRICH, Jorg|GDR
15912|HOING, Bernd|GDR
15913|KONS, Ulrich|GDR
15914|KOPPE, Hans-Peter|GDR
15915|KRAUSS, Bernd|GDR
15916|CLAY, Henry|GBR
15917|JUSTICE, Andrew|GBR
15918|MAHONEY, Chris|GBR
15919|MCDOUGALL, Duncan|GBR
15920|MCGOWAN, Malkolm|GBR
15921|MOYNIHAN, Colin|GBR
15922|PRITCHARD, John|GBR
15923|STANHOPE, Richard|GBR
15924|WHITWELL, Allan|GBR
15925|APOSTEANU, Angelica|ROU
15926|BONDAR, Elena|ROU
15927|BUCUR, Florica|ROU
15928|CONSTANTINESCU, Maria|ROU
15929|DOBRITOIU, Elena|ROU
15930|FRINTU, Rodica|ROU
15931|ILIUTA, Ana|ROU
15932|PUSCATU-ARBA, Rodica|ROU
15933|ZAGONI, Marlena|ROU
15934|BOESLER, Martina|GDR
15935|NEISSER, Kersten|GDR
15936|SANDIG, Marita|GDR
15937|SCHUTZ, Birgit|GDR
15938|FROLOVA, Nina|URS
15939|PAZIUN, Maria|URS
15940|PIVOVAROVA, Olga|URS
15941|PREOBRAZHENSKAIA, Nina|URS
15942|PRISHCHEPA, Nadezhda|URS
15943|STETSENKO, Tatiana|URS
15944|TERESHINA, Elena|URS
15945|UMANETS, Nina|URS
15946|ZHULINA, Valentina|URS
15947|BEATTIE, John|GBR
15948|CROSS, Martin|GBR
15949|MCNUFF, Ian|GBR
15950|TOWNSEND, David|GBR
15951|THIELE, Jurgen|GDR
15952|ELISEEV, Vitali|URS
15953|KAMKIN, Aleksei|URS
15954|KULAGIN, Aleksandr|URS
15955|KUBIAK, Ryszard|POL
15956|NOWAK, Grzegorz|POL
15957|STADNIUK, Ryszard|POL
15958|STELLAK, Grzegorz|POL
15959|TOMASIAK, Adam|POL
15960|GREGOR, Andreas|GDR
15961|BERZINSH, Yuris|URS
15962|GARONSKIS, Artur|URS
15963|KRISHIANIS, Dimant|URS
15964|KRISHIANIS, Dzintars|URS
15965|TIKMERS, Zhorzh|URS
15966|CHEREMISINA, Nina|URS
15967|FADEEVA, Maria|URS
15968|SEMENOVA, Svetlana|URS
15969|SOVETNIKOVA, Galina|URS
15970|STUDNEVA, Marina|URS
15971|FROHLICH, Silvia|GDR
15972|KAPHEIM, Ramona|GDR
15973|SAALFELD, Romy|GDR
15974|WENZEL, Kirsten|GDR
15975|FILIPOVA, Nadezhda|BUL
15976|TODOROVA, Rita|BUL
15977|VELINOVA, Iskra|BUL
15978|KLIER, Cornelia|GDR
15979|STEINDORF, Ute|GDR
15980|DLUZEWSKA, Malgorzata|POL
15981|KOSCIANSKA, Czeslawa|POL
15982|CELENT, Zlatko|YUG
15983|MRDULJAS, Dusko|YUG
15984|REIC, Josip|YUG
15985|KRIUCHKIN, Gennadi|URS
15986|PEREVERZEV, Viktor|URS
15987|BAKOVA, Anka|BUL
15988|BONCHEVA, Rumeliana|BUL
15989|GEORGIEVA, Stanka|BUL
15990|NAKOVA, Dolores|BUL
15991|SERBEZOVA, Mariana|BUL
15992|PLOCH, Jutta|GDR
15993|REINHARD, Sybille|GDR
15994|LIUBIMOVA, Nadezhda|URS
15995|MATIEVSKAIA, Elena|URS
15996|PUSTOVIT, Antonina|URS
15997|VASILCHENKO, Olga|URS
15998|DOBREV, Bogdan|BUL
15999|NIKOLOV, Mintcho|BUL
16000|PETROV, Liubomir|BUL
16001|RUSEV, Ivo|BUL
16002|BUNK, Karsten|GDR
16003|DUNDR, Frank|GDR
16004|HEPPNER, Uwe|GDR
16005|WINTER, Martin|GDR
16006|BARBAKOV, Evgeni|URS
16007|DOVGAN, Nikolai|URS
16008|KLESHNEV, Valeri|URS
16009|SHAPOCHKA, Yuri|URS
16010|KERSTEN, Peter|GDR
16011|YAKUSHA, Vasili|URS
16012|SCHROTER, Martina|GDR
16013|TOMA, Sanda|ROU
16014|DUMCHEVA, Antonina|URS
16015|LINDGREN, Jouko|FIN
16016|TALLBERG, Georg|FIN
16017|PENIDO, Eduardo Henrique|BRA
16018|SOARES, Marcos Pinto Rizzo|BRA
16019|BOROWSKI, Jorn|GDR
16020|SWENSSON, Egbert|GDR
16021|BOUDOURIS, Anastassios|GRE
16022|GAVRILIS, Anastassios|GRE
16023|RAPANAKIS, Aristidis|GRE
16024|BUDNIKOV, Aleksandr|URS
16025|BUDNIKOV, Boris|URS
16026|POLYAKOV, Nikolai|URS
16027|DETRE, Szabolcs|HUN
16028|DETRE, Zsolt|HUN
16029|ABASCAL GARCIA, Alejandro|ESP
16030|NOGUER CASTELLVI, Miguel|ESP
16031|WILKINS, David|IRL
16032|WILKINSON, James|IRL
16033|RECHARDT, Esko|FIN
16034|MAYRHOFER, Wolfgang|AUT
16035|MARSTROM, Goran|SWE
16036|RAGNARSSON, Jorgen|SWE
16037|BJORKSTROM, Lars Sigurd|BRA
16038|WELTER, Alexandre|BRA
16039|DUE, Peter|DEN
16040|KJERGARD, Per|DEN
16041|GORLA, Giorgio|ITA
16042|PERABONI, Alfio|ITA
16043|MUZYCHENKO, Aleksandr|URS
16044|FERSTL, Karl|AUT
16045|PETRITSCH, Gerhard|AUT
16046|ION, Corneliu|ROU
16047|DIAKOV, Lubtcho|BUL
16048|MELENTIEV, Aleksandr|URS
16049|HARTSTEIN, Bernd|GDR
16050|ZAPRIANOV, Petar|BUL
16051|VARGA, Karoly|HUN
16052|HEILFORT, Hellfried|GDR
16053|SOKOLOV, Igor|URS
16054|PFEFFER, Thomas|GDR
16055|CASTRILLO GARCIA, Roberto|CUB
16056|RASMUSSEN, Hans Kjeld|DEN
16057|CARLSSON, Lars-Goran|SWE
16058|DAMME, Jorg|GDR
16059|GIOVANNETTI, Luciano|ITA
16060|YAMBULATOV, Rustam|URS
16061|CATA-CHITIGA, Marius|ROU
16062|CHIFU, Valter Corneliu|ROU
16063|DUMANOIU, Laurentiu|ROU
16064|ENESCU, Gunther|ROU
16065|GIRLEANU, Dan|ROU
16066|MACAVEI, Sorin|ROU
16067|MANOLE, Viorel|ROU
16068|MINA, Florin|ROU
16069|OROS, Corneliu|ROU
16070|POP, Neculae Vasile|ROU
16071|STEREA, Constantin|ROU
16072|STOIAN, Nicu|ROU
16073|KRIVOV, Valeri|URS
16074|LASHCHENOV, Fiodor|URS
16075|LOOR, Viliar|URS
16076|PANCHENKO, Yuri|URS
16077|ANGELOV, Yordan|BUL
16078|DIMITROV, Dimitr|BUL
16079|DIMITROV, Stefan|BUL
16080|GUNCHEV, Stoian|BUL
16081|ILIEV, Khristo|BUL
16082|PETKOV, Petko|BUL
16083|SIMEONOV, Kaspar|BUL
16084|STOIANOV, Khristo|BUL
16085|TODOROV, Mitko|BUL
16086|TSANOV, Tsano|BUL
16087|VALTCHEV, Emil|BUL
16088|ZLATANOV, Dimitr|BUL
16089|BORISOVA, Verka|BUL
16090|BOZHURINA, Tsvetana|BUL
16091|DIMITROVA, Rositsa|BUL
16092|DIMITROVA, Tania|BUL
16093|GEORGIEVA, Maia|BUL
16094|GERASIMOVA, Margarita|BUL
16095|GOGOVA, Tania|BUL
16096|ILIEVA, Valentina|BUL
16097|KAICHEVA, Rumiana|BUL
16098|KHRISTOLOVA, Anka|BUL
16099|PETRUNOVA, Silva|BUL
16100|STANCHEVA, Galina|BUL
16101|AKHAMINOVA, Elena|URS
16102|ANDREIUK, Elena|URS
16103|BADULINA, Svetlana|URS
16104|KOZYREVA, Liubov|URS
16105|LOGINOVA, Lidia|URS
16106|MAKOGONOVA, Irina|URS
16107|NIKISHINA, Svetlana|URS
16108|PAVLOVA, Larisa|URS
16109|RADZEVICH, Nadezhda|URS
16110|RAZUMOVA, Natalia|URS
16111|SOLOVOVA, Olga|URS
16112|BULLIN, Katharina|GDR
16113|CZEKALLA, Barbara|GDR
16114|FETZER, Brigitte|GDR
16115|HEIM, Andrea|GDR
16116|KOSTRZEWA, Ute|GDR
16117|LEHMANN, Heike|GDR
16118|MUMMHARDT, Christine|GDR
16119|PUSCHEL, Karin|GDR
16120|ROFFEIS, Karla|GDR
16121|SCHMIDT, Martina|GDR
16122|SCHULTZ, Annette|GDR
16123|WESTENDORF, Anke|GDR
16124|HAN, Gyong Si|PRK
16125|OSMONALIEV, Kanybek|URS
16126|HO, Bong Chol|PRK
16127|DEMBONCZYK, Tadeusz|POL
16128|NUNEZ AGUIAR, Daniel|CUB
16129|SARKISIAN, Yurik|URS
16130|RAKHMANOV, Sultan|URS
16131|HEUSER, Jurgen|GDR
16132|SZALAI, Gyorgy|HUN
16133|TARANENKO, Leonid|URS
16134|CHRISTOV, Valentin|BUL
16135|SEWERYN, Marek|POL
16136|MAZIN, Viktor|URS
16137|PASHEV, Mincho|BUL
16138|RUSEV, Yanko|BUL
16139|KUNZ, Joachim|GDR
16140|KOLEV, Nedelcho|BUL
16141|ZLATEV, Asen|BUL
16142|PERVI, Aleksandr|URS
16143|POLIACIK, Dusan|TCH
16144|VARDANIAN, Yurik|URS
16145|BLAGOEV, Blagoi|BUL
16146|MANTEK, Frank|GDR
16147|ALEKSANDROV, Rumen|BUL
16148|BLANCO FERNANDEZ, Alberto|CUB
16149|ZAREMBA, Ota|TCH
16150|NIKITIN, Igor|URS
16151|KORNILAEV, Sergei|URS
16152|POLLIO, Claudio|ITA
16153|JANG, Se Hong|PRK
16154|SANDURSKI, Adam|POL
16155|SELIMOV, Nermedin|BUL
16156|BELOGLAZOV, Anatoli|URS
16157|STECYK, Wladyslaw|POL
16158|OUINBOLD, Dugarsuren|MGL
16159|BELOGLAZOV, Sergei|URS
16160|LI, Ho Pyong|PRK
16161|HADJIIOANNIDIS, Georgios|GRE
16162|ABUSHEV, Magomedgasan|URS
16163|DOUKOV, Mikho|BUL
16164|SEJDI, Saban|YUG
16165|ABSAIDOV, Saipulla|URS
16166|YANKOV, Ivan|BUL
16167|KARABIN, Dan|TCH
16168|RAICHEV, Valentin|BUL
16169|DAVAAJAV, Jamtsying|MGL
16170|KOVACS, Istvan|HUN
16171|ABILOV, Ismail|BUL
16172|ARATSILOV, Magomedkhan|URS
16173|CICHON, Aleksander|POL
16174|OGANISIAN, Sanasar|URS
16175|NEUPERT, Uwe|GDR
16176|STRNISKO, Julius|TCH
16177|MATE, Ilia|URS
16178|CHERVENKOV, Slavcho|BUL
16179|SERES, Ferenc|HUN
16180|USHKEMPIROV, Zhaksylyk|URS
16181|ALEXANDRU, Constantin|ROU
16182|BCHARA, Hassan|LIB
16183|MLADENOV, Mladen|BUL
16184|BLAGIDZE, Vakhtang|URS
16185|RACZ, Lajos|HUN
16186|LJUNGBECK, Benni|SWE
16187|SERIKOV, Shamil|URS
16188|LIPIEN, Josef|POL
16189|KRAMORENKO, Boris|URS
16190|MIGIAKIS, Stilianos|GRE
16191|TOTH, Istvan|HUN
16192|SKIOLD, Lars-Erik|SWE
16193|SUPRON, Andrzej|POL
16194|HUHTALA, Mikko|FIN
16195|KOCSIS, Ferenc|HUN
16196|PAVLOV, Pavel|BUL
16197|KORBAN, Gennadi|URS
16198|DOLGOWICZ, Jan|POL
16199|DICU, Petre|ROU
16200|NOTTNY, Norbert|HUN
16201|KANYGIN, Igor|URS
16202|ANDREI, Vasile|ROU
16203|RAIKOV, Georgi|BUL
16204|BIERLA, Roman|POL
16205|LI, Kong-Zheng|CHN
16206|KIMBALL, Bruce D.|USA
16207|WYLAND-WILLIAMS, Wendy Lian|USA
16208|ZHOU, Ji-Hong|CHN
16209|MITCHELL, Michele|USA
16210|MERRIOTT, Ronald Marshall|USA
16211|TAN, Liang-De|CHN
16212|SEUFERT, Christina|USA
16213|BERNIER, Sylvie|CAN
16214|MCCORMICK, Kelly Anne|USA
16215|WEST, Michael|CAN
16216|CAREY, Richard John|USA
16217|WILSON, David Dennis|USA
16218|DE ROVER, Jolanda|NED
16219|ANDREWS, Theresa|USA
16220|MITCHELL, Elizabeth|USA
16221|LUNDQUIST, Steven K.|USA
16222|DAVIS, Victor|CAN
16223|POIROT, Catherine|FRA
16224|VAN STAVEREN, Petra|NED
16225|OTTENBRITE, Anne|CAN
16226|BUCHANAN, Glenn|AUS
16227|GROSS, Michael|FRG
16228|MORALES, Pablo|USA
16229|SEICK, Karin|FRG
16230|MEAGHER, Mary T.|USA
16231|JOHNSON, Jenna Leigh|USA
16232|GAINES, Ambrose Iv|USA
16233|STOCKWELL, Marcus|AUS
16234|VERSTAPPEN, Annemarie|NED
16235|HOGSHEAD, Nancy Lynn|USA
16236|STEINSEIFER, Carolyn|USA
16237|PFEIFFER, Stefan|FRG
16238|O''BRIEN, Michael Jon|USA
16239|DICARLO, George Thomas|USA
16240|HENNING, Cameron|CAN
16241|DELCOURT, Frederic|FRA
16242|PATRASCOIU, Aneta|ROU
16243|WHITE, Amy Lee|USA
16244|DAGON, Etienne|SUI
16245|BERINGEN, Glenn|AUS
16246|LEMPEREUR, Ingrid|BEL
16247|RAPP, Susan Gerard|USA
16248|VIDAL CASTRO, Rafael Antonio|VEN
16249|SIEBEN, Jonathan|AUS
16250|BEYERMANN, Ina|FRG
16251|PHILLIPS, Karen|AUS
16252|FAHRNER, Thomas|FRG
16253|HEATH, Michael Steward|USA
16254|WAYTE, Mary Alice|USA
16255|WOODHEAD, Cynthia Lee|USA
16256|COCHRAN, Neil|GBR
16257|BAUMANN, Alexander|CAN
16258|PEARSON, Michelle|AUS
16259|CAULKINS, Tracy Anne|USA
16260|LEMBERG, Justin|AUS
16261|MYKKANEN, John Cary|USA
16262|COHEN, Tiffany Lisa|USA
16263|HARDCASTLE, Sarah|GBR
16264|WOODHOUSE, Robert|AUS
16265|PRADO, Ricardo|BRA
16266|ZINDLER, Petra|FRG
16267|LANDELLS, Suzanne|AUS
16268|LEJDSTROM, Thomas|SWE
16269|ORN, Mikael|SWE
16270|BIONDI, Matthew|USA
16271|CAVANAUGH, Christopher Carl|USA
16272|DELANY, Michael|AUS
16273|FASALA, Gregory|AUS
16274|PIELKE, Christiane|FRG
16275|SCHUSTER, Susanne|FRG
16276|ZSCHERPE, Iris|FRG
16277|TORRES, Dara|USA
16278|REIJERS, Desi|NED
16279|VOSKES, Elles|NED
16280|GOSS, Donald Alexander|CAN
16281|PONTING, Thomas|CAN
16282|ABDO, Reema|CAN
16283|MAC PHERSON, Michelle|CAN
16284|RAI, Pamela|CAN
16285|HASSE, Ute|FRG
16286|SCHLICHT, Svenja|FRG
16287|ASTBURY, Andrew|GBR
16288|EASTER, Paul Robert|GBR
16289|HOWE, Paul Tony|GBR
16290|FLOAT, Jeffrey James|USA
16291|HAYES, Lawrence Bruce|USA
16292|LARSON, David Erwin|USA
16293|KORTHALS, Dirk|FRG
16294|SCHOWTKA, Alexander|FRG
16295|RICHARDSON, Michele|USA
16296|KIMURA, Saeko|JPN
16297|MOTOYOSHI, Miwako|JPN
16298|COSTIE, Candace|USA
16299|RUIZ-CONFORTO, Tracie Lehuanani|USA
16300|HAMBROOK, Sharon|CAN
16301|KRYCZKA, Kelly|CAN
16302|WALDO, Carolyn|CAN
16303|CHALMOWSKY, Santiago|FRG
16304|FERNANDEZ, Armando|FRG
16305|FREUND, Roland|FRG
16306|HOPPE, Rainer|FRG
16307|HUBER, Thomas|FRG
16308|LOEBB, Thomas|FRG
16309|OBSCHERNIKAT, Werner|FRG
16310|OSSELMANN, Rainer|FRG
16311|OTTO, Frank|FRG
16312|ROHLE, Peter|FRG
16313|SCHRODER, Jurgen|FRG
16314|STAMM, Hagen|FRG
16315|THEISMANN, Dirk|FRG
16316|ANDRIC, Dragan|YUG
16317|BUKIC, Perica|YUG
16318|DJUHO, Veselin|YUG
16319|LUSIC, Deni|YUG
16320|MILANOVIC, Igor|YUG
16321|PASKVALIN, Tomislav|YUG
16322|PETROVIC, Zoran|YUG
16323|POPOVIC, Andrija|YUG
16324|SUKNO, Goran|YUG
16325|VULETIC, Bozo|YUG
16326|BURKE, Douglas Lambert|USA
16327|CAMPBELL, George Peter|USA
16328|CAMPBELL, Jodocus David|USA
16329|DORST, Christopher Taylor|USA
16330|FIGUEROA, Gary Lee|USA
16331|MCDONALD, Andrew J.|USA
16332|ROBERTSON, Kevin George|USA
16333|SCHROEDER, Terence Alan|USA
16334|SIMAN, John O''Connell|USA
16335|SVENDSEN, Jon Howard|USA
16336|VARGAS, Joseph Michael|USA
16337|WILSON, Craig Martin|USA
16338|YAMAMOTO, Hiroshi|JPN
16339|MCKINNEY, Richard Lee|USA
16340|KIM, Jin-Ho|KOR
16341|SEO, Hyang-Soon|KOR
16342|LI, Ling-Juan|CHN
16343|MUSYOKI, Michael|KEN
16344|COVA, Alberto|ITA
16345|MCLEOD, Michael|GBR
16346|JOHNSON, Ben|CAN
16347|LEWIS, Carl|USA
16348|GRADDY, Samuel Louis|USA
16349|ASHFORD, Evelyn|USA
16350|BROWN, Alice Regina|USA
16351|CHARDONNET, Michele|FRA
16352|TURNER, Kim|USA
16353|FITZGERALD-BROWN, Benita|USA
16354|STRONG, Shirley|GBR
16355|BRYGGARE, Arto|FIN
16356|KINGDOM, Roger|USA
16357|FOSTER, Gregory|USA
16358|ABASCAL GOMEZ, Jose Manuel|ESP
16359|CRAM, Stephen|GBR
16360|PUICA, Maricica|ROU
16361|DORIO, Gabriella|ITA
16362|BESLIU-MELINTE, Doina|ROU
16363|JEFFERSON, Thomas Theodore|USA
16364|BAPTISTE, Kirk|USA
16365|BRISCO-HOOKS, Valerie Ann|USA
16366|GRIFFITH-JOYNER, Florence|USA
16367|CANTO GUDINO, Ernesto|MEX
16368|GONZALEZ, Raul|MEX
16369|WILLIAMS, Lynn|CAN
16370|SLY, Wendy|GBR
16371|DIEMER, Brian Lee|USA
16372|KORIR, Julius|KEN
16373|MAHMOUD, Joseph|FRA
16374|MCKAY, Antonio Ricardo|USA
16375|BABERS, Alonzo C.|USA
16376|TIACOH, Gabriel|CIV
16377|CHEESEBOROUGH, Chandra Danette|USA
16378|HARRIS, Daniel Lee|USA
16379|COJOCARU, Cristina|ROU
16380|EL MOUTAWAKEL, Nawal|MAR
16381|BROWN, Judith Lynne|USA
16382|HINDS, Sterling|CAN
16383|SHARPE, Anthony|CAN
16384|WILLIAMS, Desai|CAN
16385|BROWN, Ronald James|USA
16386|SMITH, Calvin|USA
16387|LAWRENCE, Albert|JAM
16388|MEGHOO, Gregory|JAM
16389|STEWART, Ray|JAM
16390|JACOBS, Simmone|GBR
16391|BOLDEN, Jeanette|USA
16392|BAILEY, Angela|CAN
16393|GAREAU, France|CAN
16394|PAYNE-WIGGINS, Marita|CAN
16395|TAYLOR-ISSAJENKO, Angella|CAN
16396|EGBUNIKE, Innocent|NGR
16397|PETERS, Rotimi|NGR
16398|UGBUSIEN, Moses|NGR
16399|UTI, Sunday|NGR
16400|ARMSTEAD, Raymond|USA
16401|NIX, Sunder L.|USA
16402|AKABUSI, Kriss Kezie Uche|GBR
16403|BENNETT, Todd Anthony|GBR
16404|BROWN, Philip Andrew|GBR
16405|COOK, Gary Peter|GBR
16406|BUSSMANN, Gabriele|FRG
16407|GAUGEL, Heidi-Elke|FRG
16408|SCHULTE-MATTLER-SCHMIDT, Heike|FRG
16409|THIMM-FINGER, Ute|FRG
16410|HOWARD, Sherryl Frances|USA
16411|LEATHERWOOD-KING, Lillie Mae|USA
16412|CROOKS, Charmaine|CAN
16413|KILLINGBECK, Molly|CAN
16414|RICHARDSON-BRISCOE, Jillian|CAN
16415|LEITAO, Antonio|POR
16416|AOUITA, Said|MAR
16417|RYFFEL, Markus|SUI
16418|BELLUCCI, Sandro|ITA
16419|GUSTAFSSON, Bo|SWE
16420|JONES, Earl|USA
16421|CRUZ, Joaquim|BRA
16422|LOVIN, Fita|ROU
16423|GALLAGHER, Kimberley Ann|USA
16424|WENTZ, Siegfried|FRG
16425|HINGSEN, Jurgen|FRG
16426|DANNEBERG, Rolf|FRG
16427|TACU-CRAICIUNESCU, Florenta|ROU
16428|STALMAN, Ria G.|NED
16429|DENIZ, Leslie Jean|USA
16430|PLOGHAUS, Klaus|FRG
16431|TIAINEN, Juha|FIN
